,num,time,scale,ep,derror,terror,epair,apair,spair,eg,ag,sg,r1,r2,r3
530,5000.0,114.48275862068965,0.013000000000000001,0.7,150.0,150.0,3238.0,4666.0,64276.0,622.0,778.0,214.0,0.38926899531868925,0.4631287028866759,0.43500180050414117
531,5000.0,114.48275862068965,0.013000000000000001,0.8,150.0,150.0,3238.0,4666.0,64276.0,622.0,778.0,73.0,0.38926899531868925,0.06882642127820497,0.061217140799423836
532,5000.0,114.48275862068965,0.014000000000000002,0.5,150.0,150.0,3238.0,4676.0,64761.0,622.0,772.0,12.0,0.4011523226503421,0.9863971047048546,0.9866762693554195
533,5000.0,114.48275862068965,0.014000000000000002,0.6,150.0,150.0,3238.0,4676.0,64761.0,622.0,772.0,137.0,0.4011523226503421,0.8406339697990765,0.8440763413755852
534,5000.0,114.48275862068965,0.014000000000000002,0.7,150.0,150.0,3238.0,4676.0,64761.0,622.0,772.0,225.0,0.4011523226503421,0.4583801322850368,0.4245588764854159
535,5000.0,114.48275862068965,0.014000000000000002,0.8,150.0,150.0,3238.0,4676.0,64761.0,622.0,772.0,84.0,0.4011523226503421,0.0861100711344066,0.08318329132157004
536,5000.0,114.48275862068965,0.015,0.5,150.0,150.0,3238.0,4695.0,68742.0,622.0,747.0,10.0,0.3806265754411235,0.9862044570215777,0.9895570759812747
537,5000.0,114.48275862068965,0.015,0.6,150.0,150.0,3238.0,4695.0,68742.0,622.0,747.0,100.0,0.3806265754411235,0.8851550524702275,0.8620813827871804
538,5000.0,114.48275862068965,0.015,0.7,150.0,150.0,3238.0,4695.0,68742.0,622.0,747.0,216.0,0.3806265754411235,0.5284754156349487,0.49729924378826074
539,5000.0,114.48275862068965,0.015,0.8,150.0,150.0,3238.0,4695.0,68742.0,622.0,747.0,88.0,0.3806265754411235,0.10906732696615964,0.09650702196615052
540,5000.0,114.48275862068965,0.016,0.5,150.0,150.0,3238.0,4723.0,68633.0,622.0,770.0,12.0,0.39863161685271875,0.9860498390366043,0.988476773496579
541,5000.0,114.48275862068965,0.016,0.6,150.0,150.0,3238.0,4723.0,68633.0,622.0,770.0,94.0,0.39863161685271875,0.8758793370692739,0.8772056175729204
542,5000.0,114.48275862068965,0.016,0.7,150.0,150.0,3238.0,4723.0,68633.0,622.0,770.0,228.0,0.39863161685271875,0.4861094551090974,0.4605689593086064
543,5000.0,114.48275862068965,0.016,0.8,150.0,150.0,3238.0,4723.0,68633.0,622.0,770.0,97.0,0.39863161685271875,0.08477405508525099,0.09254591285559957
544,5000.0,114.48275862068965,0.017,0.5,150.0,150.0,3238.0,4711.0,68577.0,622.0,772.0,11.0,0.3860280878646021,0.9871202916160389,0.9895570759812747
545,5000.0,114.48275862068965,0.017,0.6,150.0,150.0,3238.0,4711.0,68577.0,622.0,772.0,99.0,0.3860280878646021,0.872782503037667,0.8725243068059056
546,5000.0,114.48275862068965,0.017,0.7,150.0,150.0,3238.0,4711.0,68577.0,622.0,772.0,238.0,0.3860280878646021,0.49113001215066826,0.44652502700756214
547,5000.0,114.48275862068965,0.017,0.8,150.0,150.0,3238.0,4711.0,68577.0,622.0,772.0,78.0,0.3860280878646021,0.0833535844471446,0.07598127475693194
548,5000.0,114.48275862068965,0.018000000000000002,0.5,150.0,150.0,3238.0,4725.0,71980.0,622.0,741.0,10.0,0.39719121353979114,0.9906682027649769,0.9888368743248109
549,5000.0,114.48275862068965,0.018000000000000002,0.6,150.0,150.0,3238.0,4725.0,71980.0,622.0,741.0,83.0,0.39719121353979114,0.8842165898617511,0.8804465250270076
550,5000.0,114.48275862068965,0.018000000000000002,0.7,150.0,150.0,3238.0,4725.0,71980.0,622.0,741.0,209.0,0.39719121353979114,0.5284562211981567,0.5052214620093626
551,5000.0,114.48275862068965,0.018000000000000002,0.8,150.0,150.0,3238.0,4725.0,71980.0,622.0,741.0,92.0,0.39719121353979114,0.10023041474654378,0.10154843356139719
